"id","cell"
"ENSG00000172890","7316_913_S"
"ENSG00000163655","7316_913_S"
"ENSG00000115419","7316_913_S"
"ENSG00000177542","7316_913_S"
"ENSG00000091140 and ENSG00000105953 and ENSG00000119689","7316_913_S"
"ENSG00000111371","7316_913_S"
"ENSG00000144659","7316_913_S"
"ENSG00000033867","7316_913_S"
"ENSG00000066926","7316_913_S"
"ENSG00000108784","7316_913_S"
"ENSG00000012232","7316_913_S"
"ENSG00000153936","7316_913_S"
"ENSG00000136720","7316_913_S"
"ENSG00000151348 and ENSG00000182197","7316_913_S"
"ENSG00000064763","7316_913_S"
"ENSG00000134294","7316_913_S"
"ENSG00000112972","7316_913_S"
"ENSG00000256269","7316_913_S"
"ENSG00000151229","7316_913_S"
"ENSG00000198743","7316_913_S"
"ENSG00000160285","7316_913_S"
"ENSG00000178537","7316_913_S"
"ENSG00000103257 and ENSG00000168003","7316_913_S"
"ENSG00000121897","7316_913_S"
"ENSG00000116120 and ENSG00000179115","7316_913_S"
"ENSG00000100294","7316_913_S"
"ENSG00000100413","7316_913_S"
"ENSG00000178802","7316_913_S"
"ENSG00000116984","7316_913_S"
"ENSG00000131471","7316_913_S"
"ENSG00000184470","7316_913_S"
"ENSG00000101901","7316_913_S"
"ENSG00000168282","7316_913_S"
"ENSG00000114902 and ENSG00000118363 and ENSG00000129128 and ENSG00000140612 and ENSG00000166562","7316_913_S"
"ENSG00000144136","7316_913_S"
"ENSG00000172269","7316_913_S"
"ENSG00000007541 and ENSG00000100564 and ENSG00000135845 and ENSG00000165195","7316_913_S"
"ENSG00000111261","7316_913_S"
"ENSG00000013375","7316_913_S"
"ENSG00000100522","7316_913_S"
"ENSG00000095380","7316_913_S"
"ENSG00000105835","7316_913_S"
"ENSG00000147813","7316_913_S"
"ENSG00000170340","7316_913_S"
"ENSG00000131446","7316_913_S"
"ENSG00000134255","7316_913_S"
"ENSG00000157593","7316_913_S"
"ENSG00000241878","7316_913_S"
"ENSG00000074800","7316_913_S"
"ENSG00000171862","7316_913_S"
"ENSG00000138621","7316_913_S"
"ENSG00000103502","7316_913_S"
"ENSG00000079459","7316_913_S"
"ENSG00000163684","7316_913_S"
"ENSG00000110958","7316_913_S"
"ENSG00000143224","7316_913_S"
"ENSG00000080819","7316_913_S"
"ENSG00000114491","7316_913_S"
"ENSG00000100092","7316_913_S"
"ENSG00000082212","7316_913_S"
"ENSG00000101187","7316_913_S"
"ENSG00000006695","7316_913_S"
"ENSG00000131828 and ENSG00000168291","7316_913_S"
"ENSG00000123505","7316_913_S"
"ENSG00000116237","7316_913_S"
"ENSG00000144741","7316_913_S"
"ENSG00000111237","7316_913_S"
"ENSG00000011009","7316_913_S"
"ENSG00000119537","7316_913_S"
"ENSG00000104549","7316_913_S"
"ENSG00000073578 and ENSG00000117118 and ENSG00000143252 and ENSG00000204370","7316_913_S"
"ENSG00000163541 and ENSG00000172340","7316_913_S"
"ENSG00000139531","7316_913_S"
"ENSG00000117479","7316_913_S"
"ENSG00000100626","7316_913_S"
"ENSG00000167969","7316_913_S"
"ENSG00000132423","7316_913_S"
"ENSG00000102967","7316_913_S"
"ENSG00000158470","7316_913_S"
"ENSG00000015532","7316_913_S"
"ENSG00000102100","7316_913_S"
"ENSG00000169764","7316_913_S"
"ENSG00000117308","7316_913_S"
"ENSG00000109814","7316_913_S"
"ENSG00000116704","7316_913_S"
"ENSG00000117143","7316_913_S"
"ENSG00000130958","7316_913_S"
"ENSG00000171302","7316_913_S"
"ENSG00000188690","7316_913_S"
"ENSG00000030066 and ENSG00000069248 and ENSG00000075188 and ENSG00000110713 and ENSG00000111581 and ENSG00000120253 and ENSG00000125450","7316_913_S"
"ENSG00000106348","7316_913_S"
"ENSG00000170385","7316_913_S"
"ENSG00000161533","7316_913_S"
"ENSG00000067840","7316_913_S"
"ENSG00000177646","7316_913_S"
"ENSG00000146066","7316_913_S"
"ENSG00000104723 and ENSG00000118705 and ENSG00000129562 and ENSG00000163527 and ENSG00000163902 and ENSG00000244038","7316_913_S"
"ENSG00000175548","7316_913_S"
"ENSG00000108932","7316_913_S"
"ENSG00000105568 and ENSG00000113575","7316_913_S"
"ENSG00000060656","7316_913_S"
"ENSG00000055609 and ENSG00000167548","7316_913_S"
"ENSG00000126934 and ENSG00000169032","7316_913_S"
"ENSG00000005882","7316_913_S"
"ENSG00000111640","7316_913_S"
"ENSG00000149809","7316_913_S"
"ENSG00000132376","7316_913_S"
"ENSG00000143398","7316_913_S"
"ENSG00000143393","7316_913_S"
"ENSG00000111684","7316_913_S"
"ENSG00000140284","7316_913_S"
"ENSG00000141526","7316_913_S"
"ENSG00000151116","7316_913_S"
"ENSG00000112309","7316_913_S"
"ENSG00000066322","7316_913_S"
"ENSG00000102144","7316_913_S"
"ENSG00000163738","7316_913_S"
"ENSG00000187134","7316_913_S"
"ENSG00000130313","7316_913_S"
"ENSG00000164039","7316_913_S"
"ENSG00000141504","7316_913_S"
"ENSG00000157184","7316_913_S"
"ENSG00000164638","7316_913_S"
"ENSG00000162813","7316_913_S"
"ENSG00000141959","7316_913_S"
"ENSG00000143179","7316_913_S"
"ENSG00000047249","7316_913_S"
"ENSG00000278540","7316_913_S"
"ENSG00000051382","7316_913_S"
"ENSG00000110721","7316_913_S"
"ENSG00000103024","7316_913_S"
"ENSG00000156515","7316_913_S"
"ENSG00000171793","7316_913_S"
"ENSG00000206527","7316_913_S"
"ENSG00000104365 and ENSG00000213341","7316_913_S"
"ENSG00000130304","7316_913_S"
"ENSG00000105281","7316_913_S"
"ENSG00000130876","7316_913_S"
"ENSG00000116353","7316_913_S"
"ENSG00000161217","7316_913_S"
"ENSG00000008300","7316_913_S"
"ENSG00000100997","7316_913_S"
"ENSG00000141279","7316_913_S"
"ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848","7316_913_S"
"ENSG00000239672","7316_913_S"
"ENSG00000179163","7316_913_S"
"ENSG00000174669","7316_913_S"
"ENSG00000166228","7316_913_S"
"ENSG00000228716","7316_913_S"
"ENSG00000160752","7316_913_S"
"ENSG00000062822 and ENSG00000077514 and ENSG00000106628 and ENSG00000175482","7316_913_S"
"ENSG00000165282","7316_913_S"
"ENSG00000155287","7316_913_S"
"ENSG00000164068","7316_913_S"
"ENSG00000173540","7316_913_S"
"ENSG00000198380","7316_913_S"
"ENSG00000117450","7316_913_S"
"ENSG00000188687","7316_913_S"
"ENSG00000162694","7316_913_S"
"ENSG00000197601","7316_913_S"
"ENSG00000139514","7316_913_S"
"ENSG00000136381","7316_913_S"
"ENSG00000117411","7316_913_S"
"ENSG00000143811","7316_913_S"
"ENSG00000197119","7316_913_S"
"ENSG00000176393","7316_913_S"
"ENSG00000134333","7316_913_S"
"ENSG00000172339","7316_913_S"
"ENSG00000174684","7316_913_S"
"ENSG00000138018","7316_913_S"
"ENSG00000244486","7316_913_S"
"ENSG00000148334","7316_913_S"
"ENSG00000147224","7316_913_S"
"ENSG00000121851 and ENSG00000090060","7316_913_S"
"ENSG00000054267","7316_913_S"
"ENSG00000136143 and ENSG00000163541","7316_913_S"
"ENSG00000197355","7316_913_S"
"ENSG00000285269","7316_913_S"
"ENSG00000093000","7316_913_S"
"ENSG00000178035","7316_913_S"
"ENSG00000123983","7316_913_S"
"ENSG00000104695 and ENSG00000105568 and ENSG00000221914","7316_913_S"
"ENSG00000005483","7316_913_S"
"ENSG00000084754","7316_913_S"
"ENSG00000084207","7316_913_S"
"ENSG00000155252","7316_913_S"
"ENSG00000131480","7316_913_S"
"ENSG00000149541","7316_913_S"
"ENSG00000197444","7316_913_S"
"ENSG00000118402","7316_913_S"
"ENSG00000164294","7316_913_S"
"ENSG00000143418","7316_913_S"
"ENSG00000168710","7316_913_S"
"ENSG00000071553","7316_913_S"
"ENSG00000159399","7316_913_S"
"ENSG00000198814","7316_913_S"
"ENSG00000124006","7316_913_S"
"ENSG00000077044","7316_913_S"
"ENSG00000143933","7316_913_S"
"ENSG00000143554","7316_913_S"
"ENSG00000166411","7316_913_S"
"ENSG00000168003","7316_913_S"
"ENSG00000131238","7316_913_S"
"ENSG00000136699","7316_913_S"
"ENSG00000115884","7316_913_S"
"ENSG00000243678","7316_913_S"
"ENSG00000149925","7316_913_S"
"ENSG00000014138 and ENSG00000101868","7316_913_S"
"ENSG00000165060","7316_913_S"
"ENSG00000163931","7316_913_S"
"ENSG00000198431","7316_913_S"
"ENSG00000176383","7316_913_S"
"ENSG00000105254","7316_913_S"
"ENSG00000117682","7316_913_S"
"ENSG00000168906","7316_913_S"
"ENSG00000139631","7316_913_S"
"ENSG00000143252","7316_913_S"
"ENSG00000122643","7316_913_S"
"ENSG00000095319","7316_913_S"
"ENSG00000131067","7316_913_S"
"ENSG00000198162","7316_913_S"
"ENSG00000011485","7316_913_S"
"ENSG00000099381","7316_913_S"
"ENSG00000241973","7316_913_S"
"ENSG00000226784","7316_913_S"
"ENSG00000124302","7316_913_S"
"ENSG00000167468","7316_913_S"
"ENSG00000096717","7316_913_S"
"ENSG00000072310","7316_913_S"
"ENSG00000112981","7316_913_S"
"ENSG00000070770 and ENSG00000101266","7316_913_S"
"ENSG00000110436","7316_913_S"
"ENSG00000014138 and ENSG00000062822 and ENSG00000077514 and ENSG00000100479 and ENSG00000101868 and ENSG00000106628 and ENSG00000115350 and ENSG00000148229 and ENSG00000175482 and ENSG00000177084","7316_913_S"
"ENSG00000126432","7316_913_S"
"ENSG00000158850","7316_913_S"
"ENSG00000167123","7316_913_S"
"ENSG00000121039","7316_913_S"
"ENSG00000120942","7316_913_S"
"ENSG00000102900","7316_913_S"
"ENSG00000172531","7316_913_S"
"ENSG00000124523","7316_913_S"
"ENSG00000132964 and ENSG00000155111","7316_913_S"
"ENSG00000009413","7316_913_S"
"ENSG00000183665","7316_913_S"
"ENSG00000108559","7316_913_S"
"ENSG00000168679","7316_913_S"
"ENSG00000060069","7316_913_S"
"ENSG00000104885","7316_913_S"
"ENSG00000123739","7316_913_S"
"ENSG00000186298","7316_913_S"
"ENSG00000111077","7316_913_S"
"ENSG00000124596","7316_913_S"
"ENSG00000099904","7316_913_S"
"ENSG00000117410","7316_913_S"
"ENSG00000132155 and ENSG00000157764","7316_913_S"
"ENSG00000172113","7316_913_S"
"ENSG00000123684","7316_913_S"
"ENSG00000141012","7316_913_S"
"ENSG00000051341","7316_913_S"
"ENSG00000165672","7316_913_S"
"ENSG00000168000","7316_913_S"
"ENSG00000141698","7316_913_S"
"ENSG00000113569","7316_913_S"
"ENSG00000076201","7316_913_S"
"ENSG00000109685","7316_913_S"
"ENSG00000106462","7316_913_S"
"ENSG00000213639","7316_913_S"
"ENSG00000127884","7316_913_S"
"ENSG00000159593","7316_913_S"
"ENSG00000164889","7316_913_S"
"ENSG00000181045","7316_913_S"
"ENSG00000120992","7316_913_S"
"ENSG00000124789","7316_913_S"
"ENSG00000110066","7316_913_S"
"ENSG00000112367","7316_913_S"
"ENSG00000133315","7316_913_S"
"ENSG00000102030","7316_913_S"
"ENSG00000108468","7316_913_S"
"ENSG00000159720","7316_913_S"
"ENSG00000171608","7316_913_S"
"ENSG00000221988","7316_913_S"
"ENSG00000138031","7316_913_S"
"ENSG00000167815","7316_913_S"
"ENSG00000126883","7316_913_S"
"ENSG00000185825","7316_913_S"
"ENSG00000116539","7316_913_S"
"ENSG00000159692","7316_913_S"
"ENSG00000102312","7316_913_S"
"ENSG00000185344","7316_913_S"
"ENSG00000111445","7316_913_S"
"ENSG00000135241","7316_913_S"
"ENSG00000081721","7316_913_S"
"ENSG00000118058","7316_913_S"
"ENSG00000133835","7316_913_S"
"ENSG00000134202","7316_913_S"
"ENSG00000185883","7316_913_S"
"ENSG00000166747","7316_913_S"
"ENSG00000146648","7316_913_S"
"ENSG00000126821","7316_913_S"
"ENSG00000143387","7316_913_S"
"ENSG00000138750","7316_913_S"
"ENSG00000196950","7316_913_S"
"ENSG00000084112","7316_913_S"
"ENSG00000136169","7316_913_S"
"ENSG00000137770","7316_913_S"
"ENSG00000167733","7316_913_S"
"ENSG00000157045","7316_913_S"
"ENSG00000159899","7316_913_S"
"ENSG00000139496","7316_913_S"
"ENSG00000139718","7316_913_S"
"ENSG00000034152","7316_913_S"
"ENSG00000106636","7316_913_S"
"ENSG00000143379","7316_913_S"
"ENSG00000139505","7316_913_S"
"ENSG00000187531","7316_913_S"
"ENSG00000132382","7316_913_S"
"ENSG00000153201","7316_913_S"
"ENSG00000168765","7316_913_S"
"ENSG00000110583","7316_913_S"
"ENSG00000171320","7316_913_S"
"ENSG00000140521","7316_913_S"
"ENSG00000155561","7316_913_S"
"ENSG00000174080","7316_913_S"
"ENSG00000163002","7316_913_S"
"ENSG00000121579","7316_913_S"
"ENSG00000134910","7316_913_S"
"ENSG00000108861","7316_913_S"
"ENSG00000101224","7316_913_S"
"ENSG00000165671","7316_913_S"
"ENSG00000167107","7316_913_S"
"ENSG00000256525","7316_913_S"
"ENSG00000213024","7316_913_S"
"ENSG00000110536","7316_913_S"
"ENSG00000065361","7316_913_S"
"ENSG00000181090","7316_913_S"
"ENSG00000213366","7316_913_S"
"ENSG00000181555","7316_913_S"
"ENSG00000165688","7316_913_S"
"ENSG00000147162","7316_913_S"
"ENSG00000112679","7316_913_S"
"ENSG00000183955","7316_913_S"
"ENSG00000066468","7316_913_S"
"ENSG00000135372","7316_913_S"
"ENSG00000115241","7316_913_S"
"ENSG00000119414","7316_913_S"
"ENSG00000204371","7316_913_S"
"ENSG00000038382","7316_913_S"
"ENSG00000211456","7316_913_S"
"ENSG00000120129","7316_913_S"
"ENSG00000112245","7316_913_S"
"ENSG00000076984","7316_913_S"
"ENSG00000144182","7316_913_S"
"ENSG00000077782","7316_913_S"
"ENSG00000122484","7316_913_S"
"ENSG00000058729","7316_913_S"
"ENSG00000163527","7316_913_S"
"ENSG00000092445","7316_913_S"
"ENSG00000156599","7316_913_S"
"ENSG00000096968","7316_913_S"
"ENSG00000060237","7316_913_S"
"ENSG00000097007","7316_913_S"
"ENSG00000101213","7316_913_S"
"ENSG00000065243","7316_913_S"
"ENSG00000135447","7316_913_S"
"ENSG00000103653","7316_913_S"
"ENSG00000065883","7316_913_S"
"ENSG00000067900","7316_913_S"
"ENSG00000141298","7316_913_S"
"ENSG00000173418","7316_913_S"
"ENSG00000174165","7316_913_S"
"ENSG00000069956","7316_913_S"
"ENSG00000144579","7316_913_S"
"ENSG00000149923","7316_913_S"
"ENSG00000177108","7316_913_S"
"ENSG00000112742","7316_913_S"
"ENSG00000180776","7316_913_S"
"ENSG00000113721","7316_913_S"
"ENSG00000072518","7316_913_S"
"ENSG00000160075","7316_913_S"
"ENSG00000188818","7316_913_S"
"ENSG00000204160","7316_913_S"
"ENSG00000134853","7316_913_S"
"ENSG00000170836","7316_913_S"
"ENSG00000140443","7316_913_S"
"ENSG00000175215","7316_913_S"
"ENSG00000086015","7316_913_S"
"ENSG00000184203","7316_913_S"
"ENSG00000184545","7316_913_S"
"ENSG00000164045","7316_913_S"
"ENSG00000087586","7316_913_S"
"ENSG00000089022","7316_913_S"
"ENSG00000096063","7316_913_S"
"ENSG00000179295","7316_913_S"
"ENSG00000157404","7316_913_S"
"ENSG00000097046","7316_913_S"
"ENSG00000184007","7316_913_S"
"ENSG00000157540","7316_913_S"
"ENSG00000162434","7316_913_S"
"ENSG00000100030","7316_913_S"
"ENSG00000100749","7316_913_S"
"ENSG00000196396","7316_913_S"
"ENSG00000101266","7316_913_S"
"ENSG00000167601","7316_913_S"
"ENSG00000169398","7316_913_S"
"ENSG00000104375","7316_913_S"
"ENSG00000176444","7316_913_S"
"ENSG00000105221","7316_913_S"
"ENSG00000105613","7316_913_S"
"ENSG00000105810","7316_913_S"
"ENSG00000197122","7316_913_S"
"ENSG00000107779","7316_913_S"
"ENSG00000108443","7316_913_S"
"ENSG00000108946","7316_913_S"
"ENSG00000110931","7316_913_S"
"ENSG00000112062","7316_913_S"
"ENSG00000112739","7316_913_S"
"ENSG00000113712","7316_913_S"
"ENSG00000114302","7316_913_S"
"ENSG00000117676","7316_913_S"
"ENSG00000118046","7316_913_S"
"ENSG00000118515","7316_913_S"
"ENSG00000120539","7316_913_S"
"ENSG00000121989","7316_913_S"
"ENSG00000122966","7316_913_S"
"ENSG00000123374","7316_913_S"
"ENSG00000124784","7316_913_S"
"ENSG00000125651","7316_913_S"
"ENSG00000125834","7316_913_S"
"ENSG00000126562","7316_913_S"
"ENSG00000126934","7316_913_S"
"ENSG00000127564","7316_913_S"
"ENSG00000128829","7316_913_S"
"ENSG00000130175","7316_913_S"
"ENSG00000130669","7316_913_S"
"ENSG00000132356","7316_913_S"
"ENSG00000134058","7316_913_S"
"ENSG00000134318","7316_913_S"
"ENSG00000135250","7316_913_S"
"ENSG00000135341","7316_913_S"
"ENSG00000135446","7316_913_S"
"ENSG00000135503","7316_913_S"
"ENSG00000136807","7316_913_S"
"ENSG00000137193","7316_913_S"
"ENSG00000137601","7316_913_S"
"ENSG00000139908","7316_913_S"
"ENSG00000140992","7316_913_S"
"ENSG00000141551","7316_913_S"
"ENSG00000142208","7316_913_S"
"ENSG00000142731","7316_913_S"
"ENSG00000146872","7316_913_S"
"ENSG00000147133","7316_913_S"
"ENSG00000148660","7316_913_S"
"ENSG00000149269","7316_913_S"
"ENSG00000149311","7316_913_S"
"ENSG00000149554","7316_913_S"
"ENSG00000156970","7316_913_S"
"ENSG00000157106","7316_913_S"
"ENSG00000160584","7316_913_S"
"ENSG00000162302","7316_913_S"
"ENSG00000163349","7316_913_S"
"ENSG00000163558","7316_913_S"
"ENSG00000165304","7316_913_S"
"ENSG00000166333","7316_913_S"
"ENSG00000166483","7316_913_S"
"ENSG00000166851","7316_913_S"
"ENSG00000167258","7316_913_S"
"ENSG00000168067","7316_913_S"
"ENSG00000169032","7316_913_S"
"ENSG00000169679","7316_913_S"
"ENSG00000170145","7316_913_S"
"ENSG00000170312","7316_913_S"
"ENSG00000172071","7316_913_S"
"ENSG00000172315","7316_913_S"
"ENSG00000172939","7316_913_S"
"ENSG00000173327","7316_913_S"
"ENSG00000175054","7316_913_S"
"ENSG00000178093","7316_913_S"
"ENSG00000178950","7316_913_S"
"ENSG00000178999","7316_913_S"
"ENSG00000180370","7316_913_S"
"ENSG00000181409","7316_913_S"
"ENSG00000185324","7316_913_S"
"ENSG00000186716","7316_913_S"
"ENSG00000188322","7316_913_S"
"ENSG00000196455","7316_913_S"
"ENSG00000197168","7316_913_S"
"ENSG00000198586","7316_913_S"
"ENSG00000198648","7316_913_S"
"ENSG00000204217","7316_913_S"
"ENSG00000204435","7316_913_S"
"ENSG00000142657","7316_913_S"
"ENSG00000187630","7316_913_S"
"ENSG00000004455","7316_913_S"
"ENSG00000085231","7316_913_S"
"ENSG00000106992","7316_913_S"
"ENSG00000162433","7316_913_S"
"ENSG00000273841","7316_913_S"
"ENSG00000241258","7316_913_S"
"ENSG00000130707","7316_913_S"
"ENSG00000065989","7316_913_S"
"ENSG00000113231","7316_913_S"
"ENSG00000113448","7316_913_S"
"ENSG00000137496","7316_913_S"
"ENSG00000154678","7316_913_S"
"ENSG00000205268","7316_913_S"
"ENSG00000088766","7316_913_S"
"ENSG00000087157","7316_913_S"
"ENSG00000084090","7316_913_S"
"ENSG00000073060","7316_913_S"
"ENSG00000129353","7316_913_S"
"ENSG00000130164","7316_913_S"
"ENSG00000162408","7316_913_S"
"ENSG00000088305 and ENSG00000130816","7316_913_S"
"ENSG00000148459","7316_913_S"
"ENSG00000164494","7316_913_S"
"ENSG00000239900","7316_913_S"
"ENSG00000139433","7316_913_S"
"ENSG00000004961","7316_913_S"
"ENSG00000153976","7316_913_S"
"ENSG00000153574","7316_913_S"
"ENSG00000099194","BAH1"
"ENSG00000068366","BAH1"
"ENSG00000099797","BAH1"
"ENSG00000084754 and ENSG00000138029 and ENSG00000167315","BAH1"
"ENSG00000110090","BAH1"
"ENSG00000101986","BAH1"
"ENSG00000060971 and ENSG00000113790 and ENSG00000133835","BAH1"
"ENSG00000169710","BAH1"
"ENSG00000084754 and ENSG00000113790 and ENSG00000127884","BAH1"
"ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721","BAH1"
"ENSG00000149084","BAH1"
"ENSG00000134824","BAH1"
"ENSG00000197375","BAH1"
"ENSG00000089597","BAH1"
"ENSG00000115275","BAH1"
"ENSG00000118705 and ENSG00000129562 and ENSG00000134910 and ENSG00000163902 and ENSG00000244038","BAH1"
"ENSG00000139133","BAH1"
"ENSG00000155380","BAH1"
"ENSG00000127125","BAH1"
"ENSG00000163344","BAH1"
"ENSG00000110921","BAH1"
"ENSG00000124370","BAH1"
"ENSG00000113161","BAH1"
"ENSG00000124767","BAH1"
"ENSG00000151093","BAH1"
"ENSG00000149313","BAH1"
"ENSG00000138814 and ENSG00000221823","BAH1"
"ENSG00000055609 and ENSG00000272333","BAH1"
"ENSG00000141736 and ENSG00000146648","BAH1"
"ENSG00000072062","BAH1"
"ENSG00000157326","BAH1"
"ENSG00000100714","BAH1"
"ENSG00000065911","BAH1"
"ENSG00000136877","BAH1"
"ENSG00000116745","BAH1"
"ENSG00000135437","BAH1"
"ENSG00000132196","BAH1"
"ENSG00000072506 and ENSG00000084754 and ENSG00000138796","BAH1"
"ENSG00000151151","BAH1"
"ENSG00000100605","BAH1"
"ENSG00000068383","BAH1"
"ENSG00000105655","BAH1"
"ENSG00000040933","BAH1"
"ENSG00000145725","BAH1"
"ENSG00000007168","BAH1"
"ENSG00000078142","BAH1"
"ENSG00000131979","BAH1"
"ENSG00000119723","BAH1"
"ENSG00000083807","BAH1"
"ENSG00000023330","BAH1"
"ENSG00000093010","BAH1"
"ENSG00000072506","BAH1"
"ENSG00000083123 and ENSG00000142046 and ENSG00000248098","BAH1"
"ENSG00000111716","BAH1"
"ENSG00000070614","BAH1"
"ENSG00000117528","BAH1"
"ENSG00000105953","BAH1"
"ENSG00000173085","BAH1"
"ENSG00000167186","BAH1"
"ENSG00000092621","BAH1"
"ENSG00000135069","BAH1"
"ENSG00000146701","BAH1"
"ENSG00000001630","BAH1"
"ENSG00000052802","BAH1"
"ENSG00000143149","BAH1"
"ENSG00000099377","BAH1"
"ENSG00000125166","BAH1"
"ENSG00000182199","BAH1"
"ENSG00000176974","BAH1"
"ENSG00000128039","BAH1"
"ENSG00000102172","BAH1"
"ENSG00000116649","BAH1"
"ENSG00000128059","BAH1"
"ENSG00000178921","BAH1"
"ENSG00000116096","BAH1"
"ENSG00000110871","BAH1"
"ENSG00000109929","BAH1"
"ENSG00000023697","BAH1"
"ENSG00000087085","BAH1"
"ENSG00000162066","BAH1"
"ENSG00000068903","BAH1"
"ENSG00000117305","BAH1"
"ENSG00000131473","BAH1"
"ENSG00000169359","BAH1"
"ENSG00000091140 and ENSG00000131828 and ENSG00000150768 and ENSG00000168291","BAH1"
"ENSG00000198931","BAH1"
"ENSG00000101444","BAH1"
"ENSG00000067057","BAH1"
"ENSG00000125454","BAH1"
"ENSG00000156110","BAH1"
"ENSG00000033627","BAH1"
"ENSG00000167508","BAH1"
"ENSG00000159921","BAH1"
"ENSG00000128050","BAH1"
"ENSG00000167900","BAH1"
"ENSG00000001084 and ENSG00000023909","BAH1"
"ENSG00000159131","BAH1"
"ENSG00000160209","BAH1"
"ENSG00000135002","BAH1"
"ENSG00000068120","BAH1"
"ENSG00000127080","BAH1"
"ENSG00000084774","BAH1"
"ENSG00000114268","BAH1"
"ENSG00000067177 and ENSG00000102893 and ENSG00000164776","BAH1"
"ENSG00000106799 and ENSG00000163513","BAH1"
"ENSG00000059573","BAH1"
"ENSG00000005022","BAH1"
"ENSG00000168393","BAH1"
"ENSG00000173599","BAH1"
"ENSG00000100075","BAH1"
"ENSG00000183048","BAH1"
"ENSG00000103064","BAH1"
"ENSG00000196517","BAH1"
"ENSG00000103257","BAH1"
"ENSG00000119523","BAH1"
